project_name,description,issued_date,housing_units,number_of_floors,original_address_1,original_zip,council_district,completed_date,link,clean_address,clean_address_2,city,state,country,"gl(n(), chunk_size, length = n())"
13911 LAKE VIEW DR,New Construction 2 story residential with 3 bedrooms and 3.5 bathrooms.,2024-05-23,1,2,13911 LAKE VIEW DR,78732,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13282920,13911 LAKE VIEW DRIVE,NA,Austin,Texas,United States,1
4811 PARK LN,New single-story SFR w/ attached garage. 4 bedrooms 3 bathrooms. covered patio,2024-05-17,1,1,4811 PARK LN,78732,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13328927,4811 PARK LANE,NA,Austin,Texas,United States,1
3718 MENCHACA RD,UNIT 203 -  New 3 story with attached garage office and roof top. 2/2.5,2024-05-07,1,3,3718 MENCHACA RD,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12925689,3718 MENCHACA ROAD,NA,Austin,Texas,United States,1
2000 RIVERSIDE FARMS RD,Building 22 Unit 22101  Unit 22102  2 story duplex   4/5,2024-06-05,2,2,2000 RIVERSIDE FARMS RD,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12980922,2000 RIVERSIDE FARMS ROAD,NA,Austin,Texas,United States,1
9300 BLUEGRASS DR BLDG 2,new 2-story guest house w/ 2 car garage and 2 story deck at rear of home,2024-06-04,1,2,9300 BLUEGRASS DR BLDG 2,78759,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13337032,9300 BLUEGRASS DRIVE BLDG 2,NA,Austin,Texas,United States,1
2004 MEADOWBROOK DR,New 2-story 2 bedroom 3 bathroom single family residence with attached carport. front uncovered wood deck and rear covered porch.,2024-05-13,1,2,2004 MEADOWBROOK DR,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13326921,2004 MEADOWBROOK DRIVE,NA,Austin,Texas,United States,1
919 E 37TH ST BLDG 1,BLDG #1 New 2-Story SFR 4 Bed/5 Bath with habitable attic covered porch covered patio rooftop deck attached 2-Story Garage/Studio,2024-05-21,1,2,919 E 37TH ST BLDG 1,78705,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13216453,919 EAST 37TH STREET BLDG 1,NA,Austin,Texas,United States,1
1120 WALTON LN BLDG 1,New 2-story 3 bedroom 3 bathroom dwelling unit with covered porches and uncovered wood deck.,2024-05-22,1,2,1120 WALTON LN BLDG 1,78721,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13320979,1120 WALTON LANE BLDG 1,NA,Austin,Texas,United States,1
2300 BLUEBONNET LN,Expedited Review: New Construction of a 2-Story Single Family Res [3bed 4.5bath] with attached 1-Car Garage,2024-05-13,1,2,2300 BLUEBONNET LN,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13326501,2300 BLUEBONNET LANE,NA,Austin,Texas,United States,1
3817 WESTLAKE DR,"Expedited Review: New Construction of a 2-Story Single Family Res [5bed/9bath] with attached 3-Car Garage.  (No D/S Permit)

REVISION 1 Includes: Change of architect to Cornerstone Architects: Change of construction type from steel/metal  framing to traditional wood construction with steel components.",2024-05-13,1,2,3817 WESTLAKE DR,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13174986,3817 WESTLAKE DRIVE,NA,Austin,Texas,United States,1
2000 RIVERSIDE FARMS RD BLDG 18,Bldg 18: Unit 18101 & 12102; New construction two family residential duplex 2-story 2 bedroom (both units) 2.5 bath (both units) with attached 1-car garage (both units) and 2nd story balcony (both units).,2024-06-05,2,2,2000 RIVERSIDE FARMS RD BLDG 18,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12981367,2000 RIVERSIDE FARMS ROAD BLDG 18,NA,Austin,Texas,United States,1
3718 MENCHACA RD,UNIT 201 -  New 3 story with attached garage office and roof top. 2/2.5,2024-05-07,1,3,3718 MENCHACA RD,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12925687,3718 MENCHACA ROAD,NA,Austin,Texas,United States,1
919 E 37TH ST BLDG 2,BLDG #2 New 2-Story ADU 2 Bed/2.5 Bath with attached garage covered porch balcony and roof deck,2024-05-21,1,2,919 E 37TH ST BLDG 2,78705,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13216454,919 EAST 37TH STREET BLDG 2,NA,Austin,Texas,United States,1
1505 GARNER AVE,Expedited Review - New construction of 2-story single family home w/ breezeway attached  2-car carport,2024-05-16,1,2,1505 GARNER AVE,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12914134,1505 GARNER AVE,NA,Austin,Texas,United States,1
1120 WALTON LN BLDG 2,New 1-story 2 bedroom 2 bathroom dwelling unit with covered porch and uncovered wood deck.,2024-05-22,1,1,1120 WALTON LN BLDG 2,78721,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13320980,1120 WALTON LANE BLDG 2,NA,Austin,Texas,United States,1
3718 MENCHACA RD,UNIT 202 -  New 3 story with attached garage office and roof top. 2/2.5,2024-05-07,1,3,3718 MENCHACA RD,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12925688,3718 MENCHACA ROAD,NA,Austin,Texas,United States,1
5304 PALO BLANCO LN,New 1-story 3 bedroom 2 bathroom secondary dwelling unit.,2024-06-05,1,1,5304 PALO BLANCO LN,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13113359,5304 PALO BLANCO LANE,NA,Austin,Texas,United States,1
1514 NEWTON ST,Expedited Review: New Construction of a 2-Story Single Family Res [4bed 3.5bath],2024-04-02,1,2,1514 NEWTON ST,78704,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13307128,1514 NEWTON STREET,NA,Austin,Texas,United States,1
1506 KIT CIR,2699 AL (The Walnut) - New 2-story SF Home with 4 Bedrooms 3 .5 Bathrooms Game Room Study Cov Patio & Cov Porch with a 2-car attached Garage.,2024-04-01,1,2,1506 KIT CIR,78758,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13305459,1506 KIT CIR,NA,Austin,Texas,United States,1
17001 WIND CHIME DR,Antone 1519-A-L New 2-story single-family residence with (3) bedrooms (2.5) bathrooms  covered entry porch.,2024-03-29,1,2,17001 WIND CHIME DR,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13303870,17001 WIND CHIME DRIVE,NA,Austin,Texas,United States,1
8800 FELIX SPARKE DR,"New 2-story 5-unit Townhouse building - Lantana 5 Plexb â Elevation C â Prairie.
 8800 Felix spare drive. Units 1-4 will have 3 bedrooms and 2.5 baths unit 5 will have 4 bedrooms and 2.5 baths.",2024-04-18,1,2,8800 FELIX SPARKE DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13306724,8800 FELIX SPARKE DRIVE,NA,Austin,Texas,United States,1
704 E 49TH ST UNIT 2,Expedited Review - New Construction of a 2-Story Secondary Apartment [2bed 2.5bath] with attached 1-car Garage,2024-04-24,1,2,704 E 49TH ST UNIT 2,78751,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12835059,704 EAST 49TH STREET UNIT 2,NA,Austin,Texas,United States,1
17005 WIND CHIME DR,Arc 1148-A-R New 1-story single-family residence with (2) bedrooms (2) bathrooms covered entry porch.,2024-03-29,1,1,17005 WIND CHIME DR,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13303855,17005 WIND CHIME DRIVE,NA,Austin,Texas,United States,1
5509 WILLIAM HOLLAND AVE,"New 2 Story Duplex
Unit A: 5 bedrooms 4.5 bathrooms attached garage covered porch and patio
Unit B: 1 bedrooms 1 bathrooms above attached garage",2024-04-02,2,2,5509 WILLIAM HOLLAND AVE,78756,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13262975,5509 WILLIAM HOLLAND AVE,NA,Austin,Texas,United States,1
3100 GARWOOD ST,Expedited Review - New Construction of a 2-Story Single Family Res. [3bed 3.5bath] with attached 1-car Garage,2024-04-12,1,2,3100 GARWOOD ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13302666,3100 GARWOOD STREET,NA,Austin,Texas,United States,1
1301 MINNIE DR,Expedited Review: New Construction of a 2-Story Single Family Res [3bed 3bath] with attached Garage.,2024-04-02,1,2,1301 MINNIE DR,78732,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13303715,1301 MINNIE DRIVE,NA,Austin,Texas,United States,1
5800 CARY DR,"Expedited Review - New Construction of a 2-Story Single Family Res. [5bed 4bath] with attached Garage.

General contractor is responsible to verify the scope of work on 2023 122794  TP completes the proper mitigation to clear out the 2022 102244 ECV Enterprise Violation. See conditions.",2024-03-28,1,2,5800 CARY DR,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13139049,5800 CARY DRIVE,NA,Austin,Texas,United States,1
9608 DEMURE DR,Burnet 1864-A-R New 2-story single-family residence with (3) bedrooms (2.5) bathrooms covered entry porch.,2024-03-29,1,2,9608 DEMURE DR,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13303838,9608 DEMURE DRIVE,NA,Austin,Texas,United States,1
2309 MONTOPOLIS DR BLDG 1,Unit # 1- New 3-story single family residence to have (4) bedrooms (3.5) bathrooms attached garage and carport.,2024-02-23,1,3,2309 MONTOPOLIS DR BLDG 1,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12450907,2309 MONTOPOLIS DRIVE BLDG 1,NA,Austin,Texas,United States,1
4000 CLAWSON RD BLDG 2,New Townhomes Building 2 Unit C,2024-03-18,1,3,4000 CLAWSON RD BLDG 2,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13297067,4000 CLAWSON ROAD BLDG 2,NA,Austin,Texas,United States,1
4000 CLAWSON RD BLDG 1,New 3-Story Townhome 3 Bed/3 bath attached garage covered patio and uncovered wood deck BLDG #1 Unit C,2024-03-14,1,3,4000 CLAWSON RD BLDG 1,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13296056,4000 CLAWSON ROAD BLDG 1,NA,Austin,Texas,United States,1
4401 GILLIS ST,2-Story Secondary Apartment [2bed 2.5bath] with attached 1-car Garage.,2024-03-06,1,2,4401 GILLIS ST,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12972571,4401 GILLIS STREET,NA,Austin,Texas,United States,1
2000 RIVERSIDE FARMS RD,Building 6 Unit 6101 & Unit 6102. New 2-story 4 bedroom 5 bathroom condo duplex. Each unit contains 2 bedrooms 2.5 bathrooms with an attached garage and 2nd story covered balcony.,2024-03-05,2,2,2000 RIVERSIDE FARMS RD,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12957249,2000 RIVERSIDE FARMS ROAD,NA,Austin,Texas,United States,1
2000 RIVERSIDE FARMS RD BLDG 16,Bldg 16: Unit 16101 & 16102; New construction two family residential duplex 2-story 2 bedroom (both units) 2.5 bath (both units) with attached 1-car garage (both units) and 2nd story balcony (both units).,2024-03-05,2,2,2000 RIVERSIDE FARMS RD BLDG 16,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12953999,2000 RIVERSIDE FARMS ROAD BLDG 16,NA,Austin,Texas,United States,1
4409 BANISTER LN BLDG 2,Expedited Review - New Construction of a 2-Story Secondary Apartment [2bed 2bath] with attached 1-car Garage.,2024-03-21,1,2,4409 BANISTER LN BLDG 2,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13290629,4409 BANISTER LANE BLDG 2,NA,Austin,Texas,United States,1
6010 BLUEBELL CIR,Expedited Review: New Construction of a 2-Story Single Family Res 3bed 3bath] with attached garage,2024-02-22,1,2,6010 BLUEBELL CIR,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13220864,6010 BLUEBELL CIR,NA,Austin,Texas,United States,1
2309 MONTOPOLIS DR BLDG 3,Unit #3- New 3-story single family residence to have (4) bedrooms (3.5) bathrooms attached garage and carport.,2024-02-23,1,3,2309 MONTOPOLIS DR BLDG 3,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12449885,2309 MONTOPOLIS DRIVE BLDG 3,NA,Austin,Texas,United States,1
5905 ROTUNDA VW,New Residential - Plan 1680 Elev A and Plan 1696 Elev C Detached Garage 6 beds 5 bath 5903 and 5905,2024-02-27,1,2,5905 ROTUNDA VW,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13286870,5905 ROTUNDA VW,NA,Austin,Texas,United States,1
4000 CLAWSON RD BLDG 1,New 3-Story Townhome 3 Bed/3 bath attached garage covered patio and uncovered wood deck BLDG #1 Unit A,2024-03-14,1,3,4000 CLAWSON RD BLDG 1,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13296053,4000 CLAWSON ROAD BLDG 1,NA,Austin,Texas,United States,1
4101 MENCHACA RD UNIT 205,ePlan: Expedited Review - New Construction of 3-Story Condominiums with attached Garages/Carports (2295 SF),2024-02-29,1,3,4101 MENCHACA RD UNIT 205,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13226936,4101 MENCHACA ROAD UNIT 205,NA,Austin,Texas,United States,1
4000 CLAWSON RD,New Townhomes Building 3 Unit A-D,2024-03-18,1,3,4000 CLAWSON RD,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13297808,4000 CLAWSON ROAD,NA,Austin,Texas,United States,1
4000 CLAWSON RD,New Townhomes Building 3 Unit A-D,2024-03-18,1,3,4000 CLAWSON RD,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13297809,4000 CLAWSON ROAD,NA,Austin,Texas,United States,1
4000 CLAWSON RD BLDG 4,Unit 4A: New construction single family 3-story 3 bedroom 3 bath with attached 2-car garage covered front porch and uncovered wood deck/stairs.,2024-03-18,1,3,4000 CLAWSON RD BLDG 4,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13298262,4000 CLAWSON ROAD BLDG 4,NA,Austin,Texas,United States,1
2309 MONTOPOLIS DR,Building 6.  New 3 story single family condominium residence 1 car garage & 1 car carport 3 bedroom 3.5 bath.,2024-02-23,1,3,2309 MONTOPOLIS DR,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12451348,2309 MONTOPOLIS DRIVE,NA,Austin,Texas,United States,1
2300 ENFIELD RD UNIT 104,New 3-story Condominium Residence with attached garage covered entry porch.  *CONDOMINIUM RESIDENCE*,2024-03-20,1,3,2300 ENFIELD RD UNIT 104,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11852548,2300 ENFIELD ROAD UNIT 104,NA,Austin,Texas,United States,1
2000 RIVERSIDE FARMS RD,Building 9 Unit 9101 & Unit 9102. New 2-story duplex w/ attached garage and covered balcony. 2/2.5 each,2024-03-05,2,2,2000 RIVERSIDE FARMS RD,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12951792,2000 RIVERSIDE FARMS ROAD,NA,Austin,Texas,United States,1
4000 CLAWSON RD BLDG 4,Unit 4F: New construction single family 3-story 3 bedroom 3 bath with attached 2-car garage covered front porch and uncovered wood deck/stairs.,2024-03-18,1,3,4000 CLAWSON RD BLDG 4,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13298268,4000 CLAWSON ROAD BLDG 4,NA,Austin,Texas,United States,1
2211 WESTLAKE PASS BLDG 6,New 2-story SFR with attached garage w/studio  5/5.5,2024-03-14,1,2,2211 WESTLAKE PASS BLDG 6,78746,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13201080,2211 WESTLAKE PASS BLDG 6,NA,Austin,Texas,United States,1
4000 CLAWSON RD,New Townhomes Building 3 Unit A-D,2024-03-18,1,3,4000 CLAWSON RD,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13297807,4000 CLAWSON ROAD,NA,Austin,Texas,United States,1
2000 RIVERSIDE FARMS RD,Building 2 Unit 2101 & Unit 2102. New 3-story 6 bedroom 6 bathroom condo duplex. Each unit contains 3 bedrooms 3 bathrooms with an attached garage and 3rd story covered balcony.,2024-03-05,2,3,2000 RIVERSIDE FARMS RD,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12984571,2000 RIVERSIDE FARMS ROAD,NA,Austin,Texas,United States,1
4409 BANISTER LN BLDG 1,Expedited Review - New Construction of a 2-Story Single Family Res. [3bed 3.5bath],2024-03-21,1,2,4409 BANISTER LN BLDG 1,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13290628,4409 BANISTER LANE BLDG 1,NA,Austin,Texas,United States,1
12111 FENNEC WAY,2991 BL - (The Palmer) - 3-story SF Home with 5 Bedroom 4 Bath Recreation Rm Cov Patio 1st & 2nd Floor & Cov Entry  and Balcony with a 2-Car attached Garage,2024-03-20,1,3,12111 FENNEC WAY,78758,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13298985,12111 FENNEC WAY,NA,Austin,Texas,United States,1
2007 KIT CIR,2678 BR (The Verde) - 2-story SF Home with 3 or 4 Bedrooms ilo Flex room 3.5 Bathrooms Cov Patio & Cov Entry wiht 2-car attached Garage,2024-03-20,1,1,2007 KIT CIR,78758,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13298965,2007 KIT CIR,NA,Austin,Texas,United States,1
4101 MENCHACA RD UNIT 105,ePlan: Expedited Review - New Construction of 3-Story Condominiums with attached Garages/Carports (2166 SF),2024-02-29,1,3,4101 MENCHACA RD UNIT 105,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13226931,4101 MENCHACA ROAD UNIT 105,NA,Austin,Texas,United States,1
5908 BULL CREEK RD,New 2-story 5 bedroom 5 bathroom single family residence with attached garage covered front porch and rear covered patio.,2024-03-04,1,2,5908 BULL CREEK RD,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13229259,5908 BULL CREEK ROAD,NA,Austin,Texas,United States,1
4000 CLAWSON RD BLDG 1,New 3-Story Townhome 3 Bed/3 bath attached garage covered patio and uncovered wood deck BLDG #1 Unit B,2024-03-14,1,3,4000 CLAWSON RD BLDG 1,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13296055,4000 CLAWSON ROAD BLDG 1,NA,Austin,Texas,United States,1
